NL;FOL;LLM_FOL;BLEU;LE
A person is considered a pharmacist if they dispense medications prescribed by healthcare professionals and provide information about those medications.;∀x (Person(x) ∧ DispensesMedications(x) ∧ ProvidesMedicationInformation(x) → Pharmacist(x));∀x (Pharmacist(x) ↔ (∃y Dispenses(x, y) ∧ ∃z HealthcareProfessional(z) ∧ PrescribedBy(z, y) ∧ ProvidesInformation(x, y)));0.12526246684724468;0.5625
Trees absorb carbon dioxide during photosynthesis and release oxygen, contributing to cleaner air.;∀x ∀y ∀z (Tree(x) ∧ CarbonDioxide(y) ∧ Oxygen(z) ∧ AbsorbsDuringPhotosynthesis(x, y) ∧ Releases(x, z) → ContributesToCleanerAir(x));∀x (Tree(x) → (Photosynthesis(x) ∧ CarbonDioxideAbsorption(x) ∧ OxygenRelease(x) ∧ AirCleanlinessContribution(x)));0.2329797899906762;0.546875
A password is considered secure if it contains a mix of uppercase and lowercase letters, numbers, and special characters.;∀x (Password(x) ∧ Uppercase(x) ∧ Lowercase(x) ∧ Numbers(x) ∧ SpecialCharacters(x) → Secure(x));secure(X) ∧ contains_uppercase(X) ∧ contains_lowercase(X) ∧ contains_numbers(X) ∧ contains_special_characters(X) → is_secure_password(X);0.0;1.0
A phone connects calls.;∀x (Phone(x) → ConnectsCalls(x));∀x (Phone(x) → ConnectsCalls(x));1.0;1.0
A polygon with six sides is called a hexagon, while a polygon with eight sides is called an octagon.;∀x (Polygon(x) ∧ HasSixSides(x) → Hexagon(x)) ∧ (Polygon(x) ∧ HasEightSides(x) → Octagon(x));∀x (Polygon(x) ∧ Number_of_sides(x) = 6 → Hexagon(x)) ∧ ∀y (Polygon(y) ∧ Number_of_sides(y) = 8 → Octagon(y));0.425113366856065;0.0
A structure that is built for habitation, provides shelter, and is composed of multiple rooms is a house or an apartment.;∀x (Structure(x) ∧ BuiltForHabitation(x) ∧ ProvidesShelter(x) ∧ ComposedOfMultipleRooms(x) → (House(x) ∨ Apartment(x)));∀x (habitation_structure(x) ∧ shelter(x) ∧ multiple_rooms(x) → house(x) ∨ apartment(x));0.48678020284585194;0.984375
A nurse assists in patient care, a lawyer provides legal services, and a teacher educates students.;∀x ∀y ∀z (Nurse(x) ∧ Lawyer(y) ∧ Teacher(z) → (AssistsPatientCare(x) ∧ ProvidesLegalServices(y) ∧ EducatesStudents(z)));∀x (Nurse(x) → AssistsInPatientCare(x)) ∧ ∀y (Lawyer(y) → ProvidesLegalServices(y)) ∧ ∀z (Teacher(z) → EducatesStudents(z));0.4680463521759422;0.53125
A process that involves the combination of simpler substances to form more complex substances, requires energy input, and results in the growth and repair of tissues is called anabolism.;∀x (Process(x) ∧ CombinesSimplerSubstances(x) ∧ RequiresEnergyInput(x) ∧ ResultsInGrowthAndRepair(x) → Anabolism(x));∀x (Anabolism(x) ↔ (Combination(x, simpler substances) ∧ RequiresEnergy(x) ∧ ResultsInGrowthAndRepair(x, tissues)));0.38342408655632243;0.53125
If a person is a coach, they train and guide athletes in a specific sport.;∀x (Coach(x) → (TrainsAthletesInSport(x) ∧ GuidesAthletesInSport(x)));∀x (Coach(x) → (∃y (Athlete(y) ∧ Train(x, y) ∧ Guide(x, y) ∧ SpecificSport(x, y))) );0.2675080120282464;0.90625
A microwave heats food quickly, while an oven takes longer to heat food but can also be used for baking.;∀x ∀y (Microwave(x) ∧ Oven(y) → (HeatsFoodQuickly(x) ∧ (HeatsFoodSlowly(y) ∧ CanBake(y))));∀x (Microwave(x) → QuickHeating(x)) ∧ ∀y (Oven(y) → (LongerHeating(y) ∧ Baking(y)));0.5133229082153055;0.6875
Volcanoes can be dormant, active, or extinct, and their eruptions can cause significant geological and environmental changes.;∀x (Volcano(x) → ((Dormant(x) ⊕ Active(x) ⊕ Extinct(x)) ∧ EruptionsCauseChanges(x)));"∀x (Volcano(x) → (Dormant(x) ∨ Active(x) ∨ Extinct(x)))
∀x (Active(x) → Eruption(x))
∀x (Eruption(x) → GeologicalChange(x))
∀x (Eruption(x) → EnvironmentalChange(x))
∀x (GeologicalChange(x) → SignificantChange(x))
∀x (EnvironmentalChange(x) → SignificantChange(x))";0.22264698629259239;0.0
A square has four equal sides, while a rectangle has four sides with opposite sides equal.;∀x∀y (Square(x) ∧ Rectangle(y) → (HasEqualSides(x, 4) ⊕ (HasFourSides(y) ∧ OppositeSidesEqual(y))));"∀x (Square(x) → ∀y (Side(x, y) → Equal(y, y1) ∧ Equal(y1, y2) ∧ Equal(y2, y3) ∧ Equal(y3, y4)))
∀x (Rectangle(x) → ∀y (Side(x, y) → (Equal(y, y1) ∧ Equal(y1, y3)) ∨ (Equal(y, y2) ∧ Equal(y2, y4))))";0.1297249633841696;0.0
Tall buildings cast long shadows.;∀x (TallBuilding(x) → CastsLongShadow(x));∀x (Tall(x) → LongShadow(x));0.4758733096412523;1.0
Some rocks are igneous, others are sedimentary, and yet others are metamorphic.;∃x∃y∃z (Rock(x) ∧ Igneous(x) ∧ Rock(y) ∧ Sedimentary(y) ∧ Rock(z) ∧ Metamorphic(z));∃x (Rocks(x) ∧ Igneous(x) ∨ Sedimentary(x) ∨ Metamorphic(x));0.22245567866577362;0.203125
Candles produce light when burning.;∀x (Candle(x) ∧ Burning(x) → ProduceLight(x));∀x (Candle(x) → (Burning(x) → ProducesLight(x)));0.5948590702402718;1.0
An employee works for a company, and they can receive a salary or an hourly wage.;∀x∀y (Employee(x) ∧ Company(y) → (WorksFor(x, y) ∧ (ReceivesSalary(x) ∨ ReceivesHourlyWage(x))));∀x (Employee(x) → WorksFor(x, Company) ∧ (ReceivesSalary(x) ∨ ReceivesHourlyWage(x)));0.5453859335983895;0.71875
A software tool that can detect and remove malware, monitor system performance, and provide real-time protection is classified as an antivirus program.;∀x (SoftwareTool(x) ∧ DetectsMalware(x) ∧ RemovesMalware(x) ∧ MonitorsSystemPerformance(x) ∧ ProvidesRealTimeProtection(x) → AntivirusProgram(x));∀x (AntivirusProgram(x) ↔ (DetectMalware(x) ∧ RemoveMalware(x) ∧ MonitorSystemPerformance(x) ∧ RealTimeProtection(x)));0.3928693919248542;0.515625
A person who consumes excessive amounts of sugar is at a higher risk of developing type 2 diabetes.;∀x (ExcessiveSugarConsumption(x) → HigherRiskOfType2Diabetes(x));∀x (ConsumesExcessiveSugar(x) → AtHigherRiskOfDevelopingType2Diabetes(x));0.4758733096412523;1.0
A lake is classified as freshwater if its salinity is less than 0.5%.;∀x (Lake(x) ∧ Salinity(x, <0.5%) → Freshwater(x));∀x (Lake(x) → (Freshwater(x) ↔ Salinity(x) < 0.5%));0.4737035868746272;0.0
If a person practices mindfulness and meditation, they are more likely to experience reduced stress and increased mental clarity.;∀x (PracticesMindfulnessAndMeditation(x) → (ReducedStress(x) ∧ IncreasedMentalClarity(x)));∀x (Person(x) ∧ PracticeMindfulness(x) ∧ PracticeMeditation(x) → Likely(ExperienceReducedStress(x) ∧ ExperienceIncreasedMentalClarity(x)));0.3049195653203246;0.0
Trees grow in soil, require sunlight and water, and are not found in the ocean.;∀x∀y∀z (Tree(x) ↔ (GrowsIn(x, soil) ∧ Sunlight(y) ∧ Water(z) ∧ Requires(x, y) ∧ Requires(x, z) ∧ ¬FoundIn(x, ocean)));∀x (Tree(x) → Soil(x) ∧ Sunlight(x) ∧ Water(x) ∧ ¬Ocean(x));0.17926921650033775;0.59375
A turtle has a protective shell and retractable limbs.;∀x (Turtle(x) → (HasProtectiveShell(x) ∧ HasRetractableLimbs(x)));∀x (Turtle(x) → (ProtectiveShell(x) ∧ RetractableLimbs(x)));0.7076534431960262;1.0
Caves and sinkholes form in limestone bedrock through the process of dissolution, as rainwater and groundwater, which contain dissolved carbon dioxide, react with the calcium carbonate in the rock.;∀x ∀y (Cave(x) ∨ Sinkhole(x) ∧ LimestoneBedrock(y) → FormsThroughDissolution(x, y, Rainwater, Groundwater, DissolvedCarbonDioxide, CalciumCarbonate));∀x (Cave(x) ∧ Sinkhole(x) → LimestoneBedrock(x) ∧ DissolutionProcess(x) ∧ Rainwater(x) ∧ Groundwater(x) ∧ CarbonDioxide(x) ∧ CalciumCarbonate(x) ∧ Reaction(x));0.19798999620430344;0.201171875
An airline operates flights to domestic and international destinations, providing various types of seating options, like economy, business, or first-class.;∀x∀y (Airline(x) ∧ (Domestic(y) ∨ International(y)) → OperatesFlightsAndProvidesSeatingOptions(x, y));∀x (Airline(x) → (∃y (DomesticFlight(x, y) ∧ ∃z (InternationalFlight(x, z) ∧ ∃w (Economy(w) ∧ Business(w) ∧ FirstClass(w))))).;0.187368299420612;0.0
A submarine can dive below the surface of the water and navigate underwater using a system of ballast tanks and propulsion.;∀x∀y∀z (Submarine(x) → (CanDiveBelowSurface(x, y) ∧ Water(y) ∧ NavigatesUnderwater(x, z) ∧ (SystemOfBallastTanks(z) ∧ Propulsion(z))));∀x (Submarine(x) → (Dive(x) ∧ NavigateUnderwater(x) ∧ BallastTanks(x) ∧ Propulsion(x)));0.23953693745545612;0.984375
A dessert is delicious if it has a balanced sweetness, a pleasing texture, and is not too heavy.;∀x (Dessert(x) ∧ BalancedSweetness(x) ∧ PleasingTexture(x) ∧ ¬TooHeavy(x) → Delicious(x));∀x (Dessert(x) → (BalancedSweetness(x) ∧ PleasingTexture(x) ∧ ¬TooHeavy(x)));0.7755336065528126;0.59375
A national park comprises diverse ecosystems, including forests, grasslands, and wetlands, and provides opportunities for outdoor activities like hiking, camping, or wildlife watching.;∀x (NationalPark(x) → ((ForestEcosystem(x) ∧ GrasslandEcosystem(x) ∧ WetlandEcosystem(x)) ∧ (HikingOpportunity(x) ∧ CampingOpportunity(x) ∧ WildlifeWatchingOpportunity(x))));∀x (NationalPark(x) → (∃y (Ecosystem(y) ∧ Member(y, x)) ∧ (∃z (OutdoorActivity(z) ∧ Available(z, x))))).;0.374316131614169;0.0
Cats groom themselves regularly, while dogs rely on their owners for grooming.;∀x∀y (Cat(x) ∧ Dog(y) → (GroomsSelf(x) ∧ ReliesOnOwnerForGrooming(y)));∀x (Cat(x) → Groom(x, Self) ∧ ∀y (Dog(y) → Groom(y, Owner)));0.3571581429881022;0.75
A computer network connects multiple devices if it enables data transmission and communication between the devices.;∀x ∀y ∀z (ComputerNetwork(x) ∧ Device(y) ∧ Device(z) ∧ EnablesDataTransmission(x, y, z) ∧ Communication(x, y, z) → Connects(x, y, z));∀x (ComputerNetwork(x) ∧ ConnectsMultipleDevices(x) ↔ EnablesDataTransmission(x) ∧ EnablesCommunication(x));0.11648877685345209;0.265625
A beverage that is carbonated or caffeinated can be considered refreshing.;∀x (Beverage(x) ∧ (Carbonated(x) ∨ Caffeinated(x)) → Refreshing(x));carbonated(X) ∨ caffeinated(X) → refreshing(X);0.18239060738880866;0.8125
A scientist who studies plants or animals is a biologist.;∀x (Scientist(x) ∧ (StudiesPlants(x) ∨ StudiesAnimals(x)) → Biologist(x));∀x (Biologist(x) ↔ (Studies_Plants(x) ∨ Studies_Animals(x)));0.3412027236700057;0.6875
A person is considered a minimalist if they prefer to live with fewer material possessions.;∀x (PrefersLivingWithFewerMaterialPossessions(x) → Minimalist(x));∀x (Minimalist(x) ↔ Prefer(x, FewerMaterialPossessions));0.28977907494497107;0.75
A comfortable living environment requires clean air, moderate temperatures, and appropriate noise levels.;∀x (LivingEnvironment(x) ∧ CleanAir(x) ∧ ModerateTemperature(x) ∧ AppropriateNoiseLevel(x) → Comfortable(x));comfortable_living_environment(X) ∧ clean_air(X) ∧ moderate_temperatures(X) ∧ appropriate_noise_levels(X) → comfortable_living_environment(X);0.0;0.96875
A planet is habitable if it has liquid water and a suitable atmosphere for life.;∀x ∀y ∀z (Planet(x) ∧ LiquidWater(y) ∧ SuitableAtmosphere(z) ∧ Has(x, y) ∧ Has(x, z) → Habitable(x));∀x (Habitable(x) ↔ (LiquidWater(x) ∧ SuitableAtmosphereForLife(x)));0.13660150345182634;0.515625
An engine that converts chemical energy into mechanical work, powers vehicles, and is fueled by internal combustion is called an internal combustion engine.;∀x (Engine(x) ∧ ConvertsChemicalEnergy(x) ∧ PowersVehicles(x) ∧ FueledByInternalCombustion(x) → InternalCombustionEngine(x));∀x (InternalCombustionEngine(x) → (ConvertsChemicalEnergyIntoMechanicalWork(x) ∧ PowersVehicles(x) ∧ FueledByInternalCombustion(x)));0.6630805129612038;0.59375
A person is a vegetarian if they do not eat meat.;∀x (Person(x) ∧ ¬EatsMeat(x) → Vegetarian(x));∀x (Person(x) → ¬EatsMeat(x) → Vegetarian(x));0.8492326635760689;0.75
A bakery sells bread and pastries, while a butcher shop sells meat and poultry.;∀x ∀y (Bakery(x) ∧ ButcherShop(y) → (SellsBread(x) ∧ SellsPastries(x) ∧ SellsMeat(y) ∧ SellsPoultry(y)));∀x (Sells(x, Bread) ∧ Sells(x, Pastry) → Type(x, Bakery)) ∧ ∀y (Sells(y, Meat) ∧ Sells(y, Poultry) → Type(y, ButcherShop));0.0;0.8125
A type of fuel that is derived from renewable resources, emits fewer greenhouse gases, and is used to power vehicles is a biofuel.;∀x (Fuel(x) ∧ DerivedFromRenewableResources(x) ∧ EmitsFewerGreenhouseGases(x) ∧ UsedToPowerVehicles(x) → Biofuel(x));∀x (Biofuel(x) → RenewableResource(derivedFrom(x)) ∧ FewerGreenhouseGases(emits(x)) ∧ PowerVehicles(usedFor(x)));0.30950920105373303;0.0
A solid substance that conducts electricity well and is malleable and ductile is a metal.;∀x ((SolidSubstance(x) ∧ ConductsElectricityWell(x) ∧ Malleable(x) ∧ Ductile(x)) → Metal(x));∀x (Solid(x) ∧ ConductsElectricityWell(x) ∧ Malleable(x) ∧ Ductile(x) → Metal(x));0.8104760601772739;1.0
An artwork is considered thought-provoking if it incorporates symbolic elements or evokes emotions, but not if it's made for commercial purposes.;∀x (Artwork(x) ∧ (SymbolicElements(x) ∨ EvokesEmotions(x)) ∧ ¬CommercialPurposes(x) → ThoughtProvoking(x));∀x (Artwork(x) ∧ ¬Commercial(x) → (Symbolic(x) ∨ Emotional(x) → ThoughtProvoking(x))) ∧ ∀y (Artwork(y) ∧ Commercial(y) → ¬ThoughtProvoking(y));0.3902478599689093;0.88671875
A doctor x prescribes a medication y to a patient z if y is appropriate for z's condition and x is licensed.;∀x ∀y ∀z (Doctor(x) ∧ Medication(y) ∧ Patient(z) ∧ AppropriateForCondition(y, z) ∧ Licensed(x) → Prescribes(x, y, z));∀x∀y∀z (Doctor(x) ∧ Medication(y) ∧ Patient(z) ∧ Appropriate(y, z) ∧ Licensed(x) → Prescribes(x, y, z));0.9385522307631307;1.0
A laptop and a desktop computer can perform similar tasks, but they have different levels of portability and customization.;∀x∀y (Laptop(x) ∧ DesktopComputer(y) → (PerformsSimilarTasks(x, y) ∧ DifferentPortabilityAndCustomization(x, y)));∀x (Laptop(x) ∧ DesktopComputer(y) → SimilarTasks(x, y) ∧ DifferentLevelsOfPortability(x, y) ∧ DifferentLevelsOfCustomization(x, y));0.5954734991945729;0.40625
Fermentation is a metabolic process used by microorganisms, such as yeast and bacteria, to convert sugars into other products, like alcohol or lactic acid.;∀x (Fermentation(x) → (MetabolicProcess(x) ∧ UsedByMicroorganisms(x) ∧ ConvertSugarsIntoOtherProducts(x)));∀x (Fermentation(x) → MetabolicProcess(x) ∧ Microorganism(x) ∧ ConvertSugars(x, y) ∧ y ∈ {Alcohol, LacticAcid});0.4377121098094503;0.0
A hammer nails, a saw cuts wood, and a wrench tightens bolts.;∀x (Hammer(x) → Nails(x)) ∧ (Saw(x) → CutsWood(x)) ∧ (Wrench(x) → TightensBolts(x));∀x (Hammer(x) → Nails(x)) ∧ ∀y (Saw(y) → CutsWood(y)) ∧ ∀z (Wrench(z) → TightensBolts(z));0.5434042707877388;1.0
A substance is considered a solid if it has a definite shape and volume.;∀x (Substance(x) ∧ DefiniteShape(x) ∧ DefiniteVolume(x) → Solid(x));∀x (Solid(x) ↔ DefiniteShape(x) ∧ DefiniteVolume(x));0.5535341048255852;0.3125
A location is considered a wetland if it is covered by shallow water, supports aquatic plants, and provides habitat for diverse wildlife.;∀x (Location(x) ∧ ShallowWater(x) ∧ SupportsAquaticPlants(x) ∧ DiverseWildlifeHabitat(x) → Wetland(x));∀x (Wetland(x) ↔ (ShallowWater(x) ∧ AquaticPlants(x) ∧ DiverseWildlife(x)));0.4282330740205486;0.53125
If an animal is a reptile, it has scales and lays eggs.;∀x (Animal(x) ∧ Reptile(x) → (HasScales(x) ∧ LaysEggs(x)));∀x (Reptile(x) → (HasScales(x) ∧ LaysEggs(x)));0.7107023533500537;0.8125
No car can be both a convertible and a sedan.;¬∃x (Car(x) ∧ Convertible(x) ∧ Sedan(x));¬(Car(x) ∧ Convertible(x) ∧ Sedan(x));0.8440387272951494;1.0
Fruits with a higher vitamin C content are better at preventing scurvy than those with lower amounts.;∀x ∀y (Fruit(x) ∧ Fruit(y) ∧ HigherVitaminCContent(x, y) → BetterPreventScurvy(x, y));∀x (Fruit(x) → (VitaminC(x) > y → BetterPreventScurvy(x, y)));0.42150107790321817;0.0
A computer x is vulnerable to a cyber attack y if it lacks security measures z that protect against the attack.;∀x ∀y ∀z (Computer(x) ∧ CyberAttack(y) ∧ SecurityMeasures(z) ∧ LacksProtection(x, z, y) → VulnerableToAttack(x, y));∀x y z (Vulnerable(x, y) → ¬HasSecurityMeasures(x, z) ∧ ProtectsAgainst(x, z, y));0.3673088372502921;0.0
A book that is both a mystery novel and a thriller is considered a hybrid genre.;∀x (Book(x) ∧ MysteryNovel(x) ∧ Thriller(x) → HybridGenre(x));∀x (Book(x) ∧ MysteryNovel(x) ∧ Thriller(x) → HybridGenre(x));1.0;1.0
A natural phenomenon is a volcanic eruption if it involves the release of molten rock, ash, and gas from a volcano.;∀x (NaturalPhenomenon(x) ∧ ReleaseMoltenRock(x) ∧ ReleaseAsh(x) ∧ ReleaseGas(x) → VolcanicEruption(x));∀x (NaturalPhenomenon(x) ∧ ReleaseMoltenRock(x) ∧ ReleaseAsh(x) ∧ ReleaseGas(x) ∧ FromVolcano(x) → VolcanicEruption(x));0.8410504961424992;0.984375
A game can be single-player or multiplayer but not both relaxing and challenging.;∀x (Game(x) → ((SinglePlayer(x) ⊕ Multiplayer(x)) ∧ ¬(Relaxing(x) ∧ Challenging(x))));game(X) ∧ single_player(X) ∨ multiplayer(X) ∧ ¬(relaxing(X) ∧ challenging(X));0.24563341423236484;0.65625
A type of footwear that is designed for athletic activities, provides cushioning and support, and has a rubber sole is a sports shoe.;∀x∀y (Footwear(x) ∧ DesignedForAthleticActivities(x) ∧ ProvidesCushioningAndSupport(x) ∧ RubberSole(y) ∧ Has(x, y) → SportsShoe(x));∀x (Athletic_footwear(x) ∧ Cushioning(x) ∧ Support(x) ∧ Rubber_sole(x) → Sports_shoe(x));0.2807299998369017;0.984375
Lakes are surrounded by land.;∀x (Lake(x) → SurroundedByLand(x));∀x (Lake(x) → Surround(x, Land));0.5607900239988007;1.0
Snow is cold, while lava is hot.;∀x∀y (Snow(x) → Cold(x)) ∧ (Lava(y) → Hot(y));∀x (snow(x) → cold(x)) ∧ ∀y (lava(y) → hot(y));0.85043551823732;1.0
A chair has a seat, a backrest, and supports one person, while a bench has a seat, no backrest, and supports multiple people.;∀x ∀y (Chair(x) ∧ Bench(y) → ((HasSeat(x) ∧ HasBackrest(x) ∧ SupportsOnePerson(x)) ∧ (HasSeat(y) ∧ ¬HasBackrest(y) ∧ SupportsMultiplePeople(y))));"∀x (Chair(x) → (∃y Seat(y, x) ∧ ∃z Backrest(z, x) ∧ PersonSupport(x, 1)))
∀w (Bench(w) → (∃y Seat(y, w) ∧ ¬∃z Backrest(z, w) ∧ PersonSupport(w, n)))";0.1643850478228373;0.0
A molecule contains atoms bonded together.;∀x (Molecule(x) → ∃y∃z (Atom(y) ∧ Atom(z) ∧ BondedTogether(y, z, x)));∀x (Molecule(x) → ∃y (Atom(y) ∧ BondedTogether(x, y)));0.4997309283037672;0.9375
A vehicle is considered an electric car if it is powered by an electric motor and primarily uses electricity as its energy source.;∀x (Vehicle(x) ∧ PoweredByElectricMotor(x) ∧ PrimarilyUsesElectricity(x) → ElectricCar(x));∀x (Vehicle(x) ∧ PoweredByElectricMotor(x) ∧ PrimarilyUsesElectricity(x) → ElectricCar(x));1.0;1.0
A region is classified as a desert when it experiences low precipitation, supports little vegetation, and has a dry, arid climate.;∀x (Region(x) ∧ ExperiencesLowPrecipitation(x) ∧ SupportsLittleVegetation(x) ∧ DryAridClimate(x) → Desert(x));∀x (Desert(x) ↔ LowPrecipitation(x) ∧ LittleVegetation(x) ∧ DryAridClimate(x));0.49612773623875694;0.15625
A painting is considered valuable if it is created by a renowned artist and is in excellent condition.;∀x (Painting(x) ∧ CreatedByRenownedArtist(x) ∧ ExcellentCondition(x) → Valuable(x));valuable(X) ∧ created_by(X, Y) ∧ renowned(Y) ∧ in_excellent_condition(X) → valuable_painting(X);0.0;0.96875
A river that flows into another body of water, such as a lake or an ocean, is called a tributary.;∀x ((River(x) ∧ FlowsIntoBodyOfWater(x)) → Tributary(x));∀x (River(x) ∧ FlowsInto(x, y) → BodyOfWater(y) ∧ Tributary(x, y));0.3141808768186965;0.5625
A boat floats on water and has a hull, while an airplane flies in the air and has wings.;∀x∀y (Boat(x) ∧ Airplane(y) → (FloatsOnWater(x) ∧ HasHull(x) ∧ FliesInAir(y) ∧ HasWings(y)));∀x (Floats(x) ∧ HasHull(x) → Boat(x)) ∧ ∀y (Flies(y) ∧ HasWings(y) → Airplane(y));0.6264959717401707;0.8125
A workout is intense if it increases heart rate or burns many calories.;∀x (Workout(x) ∧ (IncreasesHeartRate(x) ∨ BurnsManyCalories(x)) → Intense(x));∀x (Workout(x) → (HeartRateIncrease(x) ∨ CalorieBurn(x)) → Intense(x));0.6960917409740967;0.75
An athlete who follows a rigorous training regimen, consumes a well-balanced diet, and gets enough sleep can maximize their performance potential.;∀x (Athlete(x) ∧ RigorousTrainingRegimen(x) ∧ WellBalancedDiet(x) ∧ EnoughSleep(x) → MaximizesPerformancePotential(x));∀x (Athlete(x) ∧ RigorousTrainingRegimen(x) ∧ WellBalancedDiet(x) ∧ EnoughSleep(x) → MaximizedPerformancePotential(x));0.9025139799587886;1.0
Not all metals are magnetic, but some exhibit this property.;¬∀x (Metal(x) → Magnetic(x)) ∧ ∃y (Metal(y) ∧ Magnetic(y));∀x (Metal(x) → ¬Magnetic(x)) ∧ ∃y (Metal(y) ∧ Magnetic(y));0.9107569722734535;0.875
If a car is electric, then it is powered by a battery.;∀x (Car(x) ∧ Electric(x) → PoweredByBattery(x));electric(X) ∧ car(X) → powered_by_battery(X);0.0;1.0
A tree provides shade in summer and loses leaves in autumn.;∀x ∀y ∀z (Tree(x) ∧ Summer(y) ∧ Autumn(z) → (ProvidesShade(x, y) ∧ LosesLeaves(x, z)));∀x (Tree(x) → (Shade(x, summer) ∧ LoseLeaves(x, autumn)));0.20122687230199524;0.71875
A smartphone has a camera and can access the internet, while a feature phone has limited internet capabilities.;∀x (Smartphone(x) ∧ Camera(x) ∧ InternetAccess(x)) ∧ ∀y (FeaturePhone(y) ∧ LimitedInternet(y));∀x (Smartphone(x) → (Camera(x) ∧ InternetAccess(x))) ∧ ∀y (FeaturePhone(y) → LimitedInternet(y));0.7687859394502627;0.5625
An entity is identified as a computer if it is an electronic device, capable of performing calculations and processing data, and may include components such as a central processing unit, memory, and storage.;∀x (Entity(x) ∧ ElectronicDevice(x) ∧ PerformsCalculationsAndProcessesData(x) ∧ (IncludesCPU(x) ∨ IncludesMemory(x) ∨ IncludesStorage(x)) → Computer(x));∀x (ElectronicDevice(x) ∧ CalculationCapable(x) ∧ DataProcessing(x) ∧ (CentralProcessingUnit(x) ∨ Memory(x) ∨ Storage(x)) → Computer(x));0.6020268650123215;1.0
A flower that blooms at night typically has a strong fragrance, attracts nocturnal pollinators, and has light-colored petals.;∀x (Flower(x) ∧ BloomsAtNight(x) → StrongFragrance(x) ∧ AttractsNocturnalPollinators(x) ∧ LightColoredPetals(x));∀x (Flower(x) ∧ BloomsAtNight(x) → StrongFragrance(x) ∧ AttractsNocturnalPollinators(x) ∧ LightColoredPetals(x));1.0;1.0
A smartphone is easy to use when it has an intuitive interface and does not require frequent charging.;∀x (Smartphone(x) ∧ IntuitiveInterface(x) ∧ ¬FrequentChargingRequired(x) → EasyToUse(x));∀x (Smartphone(x) → (IntuitiveInterface(x) ∧ ¬FrequentCharging(x) → EasyToUse(x)));0.7016116562610203;1.0
A vehicle is considered eco-friendly if it uses electricity, solar power, or hydrogen fuel cells as its primary energy source.;∀x (Vehicle(x) ∧ (Electricity(x) ∨ SolarPower(x) ∨ HydrogenFuelCells(x)) → EcoFriendly(x));∀x (EcoFriendly(x) ↔ (Electric(x) ∨ SolarPowered(x) ∨ HydrogenFuelCell(x)));0.35993072852703484;0.71875
A beverage is alcoholic if it contains ethanol and has an alcohol content greater than 0.5% by volume.;∀x (Beverage(x) ∧ Alcoholic(x) → (ContainsEthanol(x) ∧ AlcoholContentGreaterThan(x, 0.5)));beverage(x) ∧ contains_ethanol(x) ∧ alcohol_content(x, y) ∧ y > 0.5 → alcoholic(x);0.3634563040455398;0.0
A rectangle is a square if it has four equal sides.;∀x (Rectangle(x) ∧ FourEqualSides(x) → Square(x));∀x (Rectangle(x) ∧ ∀y (Side(x, y) → Equal(y, z)) → Square(x));0.42028442243462777;0.9375
Some fruits are sweet.;∃x (Fruit(x) ∧ Sweet(x));∃x (Fruit(x) ∧ Sweet(x));1.0;1.0
A person is considered a painter if they create visual art, often on canvas, paper, or other surfaces, using paint, brushes, and various techniques to express ideas or emotions.;∀x (Person(x) ∧ CreatesVisualArt(x) ∧ OftenOnCanvasPaperOrOtherSurfaces(x) ∧ UsesPaintBrushesAndVariousTechniques(x) → Painter(x));∀x (Painter(x) ↔ (∃y (VisualArt(y) ∧ CreatedBy(x, y)) ∧ (∃z (Surface(z) ∧ On(z, y)) ∧ (∃w (Paint(w) ∧ UsedBy(x, w)) ∧ (∃v (Brush(v) ∧ UsedBy(x, v)) ∧ (∃u (Technique(u) ∧ AppliedBy(x, u)))))));0.05730922087428439;0.0
A person who provides care and support to individuals with disabilities is called a caregiver.;∀x (ProvidesCareAndSupportToIndividualsWithDisabilities(x) → Caregiver(x));∀x (Caregiver(x) ↔ Person(x) ∧ ProvidesCare(x) ∧ Supports(x, IndividualWithDisabilities));0.184527128711065;0.375
A large, natural satellite that orbits a planet and is held in place by the planet's gravitational force is referred to as a moon.;∀x (LargeNaturalSatellite(x) ∧ OrbitsPlanet(x) ∧ HeldByGravitationalForce(x) → Moon(x));∀x (Large(x) ∧ Natural(x) ∧ Satellite(x) ∧ Orbits(x, y) ∧ HeldByGravity(x, y) → Moon(x)) ∧ ∀y (Planet(y) → ∃x (Moon(x) ∧ Orbits(x, y)));0.19929310879985035;0.6796875
A person is considered a lawyer if they have a law degree and are authorized to practice law.;∀x (Person(x) ∧ LawDegree(x) ∧ AuthorizedToPracticeLaw(x) → Lawyer(x));∀x (Person(x) ∧ LawDegree(x) ∧ AuthorizedToPracticeLaw(x) → Lawyer(x));1.0;1.0
A structure is a dam when it is a barrier, constructed across a river or stream, and serves multiple purposes, such as flood control, irrigation, and hydroelectric power generation.;∀x (Structure(x) ∧ Barrier(x) ∧ ConstructedAcrossRiverOrStream(x) ∧ ServesMultiplePurposes(x, floodControl, irrigation, hydroelectricPowerGeneration) → Dam(x));∀x (Structure(x) ∧ Barrier(x) ∧ Across(x, River_or_Stream) → Dam(x) ∧ Flood_Control(x) ∧ Irrigation(x) ∧ Hydroelectric_Power_Generation(x));0.5378426054436785;0.1484375
